location,target_count,target_sum,geodata,address,point
swan river,1,0,"Swan River, Western Australia, 6984, Australia","Swan River, Western Australia, 6984, Australia","(-31.9319845, 115.9190544, 0.0)"
swaning around,2,1,,,
sweden,4,1,Sverige,Sverige,"(59.6749712, 14.5208584, 0.0)"
swindon,1,0,"Swindon, South West England, England, SN1 1JZ, United Kingdom","Swindon, South West England, England, SN1 1JZ, United Kingdom","(51.5613683, -1.7856853, 0.0)"
"swindon,england ",1,0,"Swindon, South West England, England, SN1 1JZ, United Kingdom","Swindon, South West England, England, SN1 1JZ, United Kingdom","(51.5613683, -1.7856853, 0.0)"
switzerland,2,0,Schweiz/Suisse/Svizzera/Svizra,Schweiz/Suisse/Svizzera/Svizra,"(46.7985624, 8.2319736, 0.0)"
swmo,2,2,,,
sydney,7,4,"Sydney, New South Wales, Australia","Sydney, New South Wales, Australia","(-33.8548157, 151.2164539, 0.0)"
sydney australia,2,2,"Sydney, New South Wales, Australia","Sydney, New South Wales, Australia","(-33.8548157, 151.2164539, 0.0)"
"sydney, australia",5,3,"Sydney, New South Wales, Australia","Sydney, New South Wales, Australia","(-33.8548157, 151.2164539, 0.0)"
"sydney, new south wales",4,3,"Sydney, New South Wales, Australia","Sydney, New South Wales, Australia","(-33.8548157, 151.2164539, 0.0)"
"sydney, nsw",1,1,"Sydney, New South Wales, Australia","Sydney, New South Wales, Australia","(-33.8548157, 151.2164539, 0.0)"
"sylacauga, alabama",1,1,"Sylacauga, Talladega County, Alabama, United States of America","Sylacauga, Talladega County, Alabama, United States of America","(33.1731716, -86.2516406, 0.0)"
taco bell,1,1,"Taco Bell, Stony Point Road, Roseland, Santa Rosa, Sonoma County, California, 95407, United States of America","Taco Bell, Stony Point Road, Roseland, Santa Rosa, Sonoma County, California, 95407, United States of America","(38.4275047, -122.7418959073483, 0.0)"
"tacoma,washington",1,0,"Tacoma, Pierce County, Washington, United States of America","Tacoma, Pierce County, Washington, United States of America","(47.2495798, -122.4398746, 0.0)"
taken by piper curda,1,1,,,
taking bath do not disturb,1,0,,,
taking pain like pleasure,1,0,,,
tallahassee florida,1,1,"Tallahassee, Leon County, Florida, United States of America","Tallahassee, Leon County, Florida, United States of America","(30.4380832, -84.2809332, 0.0)"
"tallahassee, fl",1,0,"Tallahassee, Leon County, Florida, United States of America","Tallahassee, Leon County, Florida, United States of America","(30.4380832, -84.2809332, 0.0)"
"tama, iowa",1,1,"Tama County, Iowa, United States of America","Tama County, Iowa, United States of America","(42.0568108, -92.5433918, 0.0)"
tampa,1,0,"Tampa, Hillsborough County, Florida, United States of America","Tampa, Hillsborough County, Florida, United States of America","(27.9477595, -82.458444, 0.0)"
"tampa, fl",6,3,"Tampa, Hillsborough County, Florida, United States of America","Tampa, Hillsborough County, Florida, United States of America","(27.9477595, -82.458444, 0.0)"
tamworth,1,0,"Tamworth, Tamworth Regional Council, 230, Australia","Tamworth, Tamworth Regional Council, 230, Australia","(-31.0900743, 150.9290159, 0.0)"
tarragona,1,0,"Tarragona, Tarragonès, Tarragona, Catalunya, 43001, España","Tarragona, Tarragonès, Tarragona, Catalunya, 43001, España","(41.1172364, 1.2546057, 0.0)"
taylor swift,3,0,"Swift Street, Perry, Taylor County, Florida, 32348, United States of America","Swift Street, Perry, Taylor County, Florida, 32348, United States of America","(30.1020817, -83.5958362, 0.0)"
team slytherin,1,0,,,
techfish ,1,0,,,
teh internets,1,0,"ONline Internets, Avenida 3, Los Cerros, Liberia, Cantón Liberia, Provincia Guanacaste, 50101, Costa Rica","ONline Internets, Avenida 3, Los Cerros, Liberia, Cantón Liberia, Provincia Guanacaste, 50101, Costa Rica","(10.631545549999998, -85.43735970487481, 0.0)"
telangana,1,1,"Telangana, India","Telangana, India","(17.8495919, 79.1151663, 0.0)"
"tema,accra",1,1,"Tema, Greater Accra Region, Ghana","Tema, Greater Accra Region, Ghana","(5.698692149999999, 0.04035107031393203, 0.0)"
"temecula, ca",1,1,"Temecula, Riverside County, California, United States of America","Temecula, Riverside County, California, United States of America","(33.4946353, -117.1473661, 0.0)"
temporary towers,1,0,"temporary logging track?, Husky Village, Mansfield Four Corners, Mansfield, Tolland, Connecticut, 06268, United States of America","temporary logging track?, Husky Village, Mansfield Four Corners, Mansfield, Tolland, Connecticut, 06268, United States of America","(41.8210008, -72.2507903, 0.0)"
tennessee,7,4,"Tennessee, United States of America","Tennessee, United States of America","(35.7730076, -86.2820081, 0.0)"
"tennessee, usa",1,1,"Tennessee, United States of America","Tennessee, United States of America","(35.7730076, -86.2820081, 0.0)"
"terlingua, texas",1,1,"Terlingua, Brewster County, Texas, United States of America","Terlingua, Brewster County, Texas, United States of America","(29.321586, -103.6160191, 0.0)"
"terre haute, in",1,0,"Terre Haute, Vigo County, Indiana, United States of America","Terre Haute, Vigo County, Indiana, United States of America","(39.4667025, -87.4139119, 0.0)"
texas,12,3,"Texas, United States of America","Texas, United States of America","(31.8160381, -99.5120986, 0.0)"
texas ,1,0,"Texas, United States of America","Texas, United States of America","(31.8160381, -99.5120986, 0.0)"
texas af,1,1,"Highway Af, Slabtown, Texas County, Missouri, United States of America","Highway Af, Slabtown, Texas County, Missouri, United States of America","(37.551077, -92.017358, 0.0)"
"texas, usa",5,0,"Texas, United States of America","Texas, United States of America","(31.8160381, -99.5120986, 0.0)"
texasss,1,0,"Texas's beef, Calle 10, Astorga, Comuna 14 - El Poblado, Zona Urbana Medellín, Medellín, Valle de Aburrá, Antioquia, 0500, Colombia","Texas's beef, Calle 10, Astorga, Comuna 14 - El Poblado, Zona Urbana Medellín, Medellín, Valle de Aburrá, Antioquia, 0500, Colombia","(6.2119995, -75.5747158, 0.0)"
thailand,2,1,ประเทศไทย,ประเทศไทย,"(14.8971921, 100.83273, 0.0)"
thailand malaysia indonesia ,1,1,,,
thanjavur,1,1,"Thanjavur, Thanjavur district, Tamil Nadu, 613001, India","Thanjavur, Thanjavur district, Tamil Nadu, 613001, India","(10.7860267, 79.1381497, 0.0)"
the azure cloud,1,0,"雪香云蔚亭, 平家巷, 拙政园社区, 平江街道, 苏州市, 江苏省, 215001, China 中国","雪香云蔚亭, 平家巷, 拙政园社区, 平江街道, 苏州市, 江苏省, 215001, China 中国","(31.3266292, 120.62441256847507, 0.0)"
the barn,1,0,"Bern, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, Switzerland","Bern, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, Switzerland","(46.9482713, 7.4514512, 0.0)"
the burrow,1,0,"Burrow, Rushen, United Kingdom","Burrow, Rushen, United Kingdom","(54.0433793, -4.813340222318585, 0.0)"
the canopy kingdom,1,0,"Magic Kingdom Custodian Canopy, Fantasyland Tangled Restroom Area, Bay Lake, Reedy Creek Improvement District, Orange County, Florida, United States of America","Magic Kingdom Custodian Canopy, Fantasyland Tangled Restroom Area, Bay Lake, Reedy Creek Improvement District, Orange County, Florida, United States of America","(28.421384099999997, -81.58265615, 0.0)"
the circle of life,1,0,"Circle of Life, Nethermains Road, Kilwinning, North Ayrshire, Scotland, KA13 6EU, United Kingdom","Circle of Life, Nethermains Road, Kilwinning, North Ayrshire, Scotland, KA13 6EU, United Kingdom","(55.6495557, -4.6988792, 0.0)"
"the citadel, oldtown, westeros",1,0,,,
the d,1,1,"Aragua, Central, Venezuela","Aragua, Central, Venezuela","(10.0, -67.166667, 0.0)"
the dark,1,0,"The dark, les Planes, Vallvidrera, el Tibidabo i les Planes, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España","The dark, les Planes, Vallvidrera, el Tibidabo i les Planes, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España","(41.4180256, 2.0909414, 0.0)"
the desert,1,1,"Le Désert, Valdallière, Vire, Calvados, Normandie, France métropolitaine, 14350, France","Le Désert, Valdallière, Vire, Calvados, Normandie, France métropolitaine, 14350, France","(48.8989756, -0.8104557833099612, 0.0)"
the desert of the real,1,1,"Desert, Newry, County Down, Northern Ireland, United Kingdom","Desert, Newry, County Down, Northern Ireland, United Kingdom","(54.20377145, -6.26485496650788, 0.0)"
the dirty d,1,0,"Dirty D, Boulevard Leduc, Quartier DIX30, Brossard, Longueuil (agglomeration), Montérégie, Québec, J4Y 0B3, Canada","Dirty D, Boulevard Leduc, Quartier DIX30, Brossard, Longueuil (agglomeration), Montérégie, Québec, J4Y 0B3, Canada","(45.444908850000004, -73.43569409819615, 0.0)"
"the epicenter, and beyond",1,0,,,
the forever girl,1,0,,,
the globe,1,1,"The Globe, Moorgate, City of London, Greater London, England, EC2M 6SA, United Kingdom","The Globe, Moorgate, City of London, Greater London, England, EC2M 6SA, United Kingdom","(51.5176603, -0.08872784193979545, 0.0)"
the great state of maine ,1,1,,,
the great state of texas,1,1,,,
the grey area,1,1,"Grey Area Coffeeshop, Oude Leliestraat, Grachtengordel, Amsterdam, Noord-Holland, Nederland, 1015 AW, Nederland","Grey Area Coffeeshop, Oude Leliestraat, Grachtengordel, Amsterdam, Noord-Holland, Nederland, 1015 AW, Nederland","(52.3746905, 4.8888723, 0.0)"
"the hammock, fl, usa",1,1,"San Felasco Hammock Preserve State Park, Northwest 79th Terrace, Chantilly Acres, Alachua County, Florida, 32606, United States of America","San Felasco Hammock Preserve State Park, Northwest 79th Terrace, Chantilly Acres, Alachua County, Florida, 32606, United States of America","(29.74121705, -82.44980853622846, 0.0)"
the howling,1,0,"The Howling, English, Madison County, North Carolina, United States of America","The Howling, English, Madison County, North Carolina, United States of America","(35.9479173, -82.5066182, 0.0)"
the internet,1,1,"Internet, Commune de Saint Michel de l'Attalaye, Arrondissement de Marmelade, Département de l'Artibonite, Haiti","Internet, Commune de Saint Michel de l'Attalaye, Arrondissement de Marmelade, Département de l'Artibonite, Haiti","(19.37218875, -72.33465445105234, 0.0)"
the internetz,1,0,,,
the jewfnited state,1,0,,,
"the kingdom of fife, scotland",1,0,,,
the land of mass stupidity,1,1,,,
the local dump,1,0,"Local Dump, Pisigu, Northern Region, Ghana","Local Dump, Pisigu, Northern Region, Ghana","(9.9641579, -0.6409821667757774, 0.0)"
the main ,1,0,"Main, Hauptstraße, Mainz-Kostheim, Wiesbaden, Hessen, 55246, Deutschland","Main, Hauptstraße, Mainz-Kostheim, Wiesbaden, Hessen, 55246, Deutschland","(49.998629, 8.344097236842142, 0.0)"
the meadow,1,0,"Meadow, Victoria, Nova Scotia, Canada","Meadow, Victoria, Nova Scotia, Canada","(46.3059446, -60.6562655, 0.0)"
the memesphere,1,0,,,
the moon,1,0,"Muhu, Muhu vald, Saare maakond, Eesti","Muhu, Muhu vald, Saare maakond, Eesti","(58.5959044, 23.21964608602439, 0.0)"
the multiverse,1,0,"Crawick Multiverse, B740, Ulzieside, Sanquhar, Dumfries and Galloway, Scotland, DG4 6EX, United Kingdom","Crawick Multiverse, B740, Ulzieside, Sanquhar, Dumfries and Galloway, Scotland, DG4 6EX, United Kingdom","(55.382525099999995, -3.932652590941667, 0.0)"
the netherlands,5,4,Nederland,Nederland,"(52.5001698, 5.7480821, 0.0)"
the north,1,0,"Norge, Namsos, Trøndelag, Norge","Norge, Namsos, Trøndelag, Norge","(64.5731537, 11.52803643954819, 0.0)"
the own zone layer ,1,0,,,
the peach state,1,1,"Peach County, Georgia, United States of America","Peach County, Georgia, United States of America","(32.5543462, -83.8350733, 0.0)"
the pig sty,1,1,"Pig sty, Cranberry Bog Road, Urpeth, Beamish, County Durham, North East England, England, DH9 0RS, United Kingdom","Pig sty, Cranberry Bog Road, Urpeth, Beamish, County Durham, North East England, England, DH9 0RS, United Kingdom","(54.88547015, -1.654703146255049, 0.0)"
the pumpkin carriage of dreams,1,1,,,
the refrigerator ,1,0,"سردخانه, بروجرد - ملایر, ملمیجان, گودرزی, بخش اشترینان, شهرستان بروجرد, استان لرستان‎, ایران","سردخانه, بروجرد - ملایر, ملمیجان, گودرزی, بخش اشترینان, شهرستان بروجرد, استان لرستان‎, ایران","(33.98462395, 48.64585366180605, 0.0)"
the road to success,1,1,"Success, Census Division No. 8, Saskatchewan, Canada","Success, Census Division No. 8, Saskatchewan, Canada","(50.4602682, -108.0798869, 0.0)"
"the sanctuary network, rome",1,0,,,
the shady hyenatown of finland,1,0,,,
the shire,1,0,"Shire, Nsanje, Southern Region, Malawi","Shire, Nsanje, Southern Region, Malawi","(-16.5682419, 35.1484322, 0.0)"
the shores of lake kilby,1,0,,,
the tardis,1,0,"TARDIS, West Taft Street, Collister, North End, Boise, Ada County, Idaho, 83703, United States of America","TARDIS, West Taft Street, Collister, North End, Boise, Ada County, Idaho, 83703, United States of America","(43.6481925, -116.2275347, 0.0)"
the triskelion,1,0,,,
the uk,1,0,United Kingdom,United Kingdom,"(54.7023545, -3.2765753, 0.0)"
the universe,2,1,"Universe, Gammel Fabriksvej, Havnbjerg, Elsmark, Svenstrup, Sønderborg Kommune, Region Syddanmark, 6430, Danmark","Universe, Gammel Fabriksvej, Havnbjerg, Elsmark, Svenstrup, Sønderborg Kommune, Region Syddanmark, 6430, Danmark","(55.041152350000004, 9.810374515557207, 0.0)"
the waystone inn,1,0,,,
the web,1,0,"Web, Borena, ኦሮሚያ ክልል / Oromia, Ethiopia","Web, Borena, ኦሮሚያ ክልል / Oromia, Ethiopia","(4.4954427, 38.6594263, 0.0)"
the weird part of wonderland,1,1,,,
the windy city,1,1,"Windy City, Madison County, Tennessee, United States of America","Windy City, Madison County, Tennessee, United States of America","(35.7417369, -88.9067274, 0.0)"
the windy plains of denver,1,0,"Windy Plains, Cedar Grove, Santa Fe County, New Mexico, United States of America","Windy Plains, Cedar Grove, Santa Fe County, New Mexico, United States of America","(35.148444, -106.165179, 0.0)"
the wood,1,0,"Wood County, Texas, United States of America","Wood County, Texas, United States of America","(32.7577475, -95.3812941, 0.0)"
the world,1,1,"World, Victoria Street, Mitchelltown, Te Aro, Wellington, Wellington City, Wellington, 6040, New Zealand","World, Victoria Street, Mitchelltown, Te Aro, Wellington, Wellington City, Wellington, 6040, New Zealand","(-41.289636, 174.7757724, 0.0)"
"thibodaux, la",1,0,"Thibodaux, Lafourche Parish, Louisiana, United States of America","Thibodaux, Lafourche Parish, Louisiana, United States of America","(29.7957633, -90.822871, 0.0)"
third rock from the sun,1,0,,,
thornton  colorado,1,0,"Thornton, Adams County, Colorado, United States of America","Thornton, Adams County, Colorado, United States of America","(39.8695516, -104.9851819, 0.0)"
thrissur,1,1,"Thrissur, Kerala, 680001, India","Thrissur, Kerala, 680001, India","(10.5256264, 76.2132542, 0.0)"
"timaru district, new zealand",1,1,"Timaru District, Canterbury, New Zealand","Timaru District, Canterbury, New Zealand","(-43.9763945, 171.13577730008632, 0.0)"
